"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","year","time_weeks","time","format","format_details","n_sessions_arm1","country","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","rob","notes","full_ref","culture"
"47","Bouchard, 2017","Bouchard_2017_msd_LSAS-SR_post_NA_self-report_cbt_wlc_cbt(invivo)_wlc",0.92574500304369,0.325658019816484,"cbt","wlc","Canada","H","cbt (in vivo)","wlc",2017,14,"post","ind","ind",14,"North America","adul",34.5,0.729,"com","sad","adul",0,NA,"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 ","A - Western"
"48","Carlbring, 2007","Carlbring_2007_msd_BAI_post_NA_self-report_cbt_wlc_NA_NA",0.734662478268107,0.273977982797239,"cbt","wlc","Sweden","H",NA,NA,2007,9,"post","gsh","gsh",9,"Europe","adul",32.64,0.649,"com","sad","adul",0,NA,"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 ","A - Western"
"49","Carlbring, 2007","Carlbring_2007_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA",1.11174109209358,0.285205407378895,"cbt","wlc","Sweden","H",NA,NA,2007,9,"post","gsh","gsh",9,"Europe","adul",32.64,0.649,"com","sad","adul",0,NA,"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 ","A - Western"
"50","Carlbring, 2007","Carlbring_2007_msd_SPSQ_post_NA_self-report_cbt_wlc_NA_NA",1.31472178284106,0.292887972619481,"cbt","wlc","Sweden","H",NA,NA,2007,9,"post","gsh","gsh",9,"Europe","adul",32.64,0.649,"com","sad","adul",0,NA,"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 ","A - Western"
"51","Carlbring, 2007","Carlbring_2007_msd_LSAS-SR-av_post_NA_self-report_cbt_wlc_NA_NA",0.93315391934963,0.27937266022423,"cbt","wlc","Sweden","H",NA,NA,2007,9,"post","gsh","gsh",9,"Europe","adul",32.64,0.649,"com","sad","adul",0,NA,"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 ","A - Western"
"52","Carlbring, 2007","Carlbring_2007_msd_LSAS-SR-f/a_post_NA_self-report_cbt_wlc_NA_NA",0.966150354094803,0.280382237429475,"cbt","wlc","Sweden","H",NA,NA,2007,9,"post","gsh","gsh",9,"Europe","adul",32.64,0.649,"com","sad","adul",0,NA,"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 ","A - Western"
"53","Carlbring, 2007","Carlbring_2007_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA",1.29084026835807,0.291928528815034,"cbt","wlc","Sweden","H",NA,NA,2007,9,"post","gsh","gsh",9,"Europe","adul",32.64,0.649,"com","sad","adul",0,NA,"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 ","A - Western"
"54","Clark, 2006","Clark_2006_msd_ADISfa_post_NA_cr_cbt_wlc_cbt_wlc",2.57175211338203,0.42601847251199,"cbt","wlc","United Kingdom","H","cbt","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"55","Clark, 2006","Clark_2006_msd_SPWSS_post_NA_self-report_cbt_wlc_cbt_wlc",2.15810328908277,0.39582934078473,"cbt","wlc","United Kingdom","H","cbt","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"56","Clark, 2006","Clark_2006_msd_ADISfa_post_NA_cr_Exposure+Appliedrelaxation_wlc_Exposure+Appliedrelaxation_wlc",1.28793793075804,0.344462651629593,"Exposure","wlc","United Kingdom","H","Exposure + Applied relaxation","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"57","Clark, 2006","Clark_2006_msd_SPWSS_post_NA_self-report_Exposure+Appliedrelaxation_wlc_Exposure+Appliedrelaxation_wlc",1.26917659415756,0.343578428331902,"Exposure","wlc","United Kingdom","H","Exposure + Applied relaxation","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"58","Clark, 2006","Clark_2006_msd_BAI_post_NA_self-report_cbt_wlc_cbt_wlc",1.7835479169884,0.371427892806649,"cbt","wlc","United Kingdom","H","cbt","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"59","Clark, 2006","Clark_2006_msd_BAI_post_NA_self-report_Exposure+Appliedrelaxation_wlc_Exposure+Appliedrelaxation_wlc",0.936626123801249,0.329763425064925,"Exposure","wlc","United Kingdom","H","Exposure + Applied relaxation","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"60","Clark, 2006","Clark_2006_msd_SPS_post_NA_self-report_cbt_wlc_cbt_wlc",2.01671661800799,0.386258434017225,"cbt","wlc","United Kingdom","H","cbt","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"61","Clark, 2006","Clark_2006_msd_FNE_post_NA_self-report_cbt_wlc_cbt_wlc",1.54602343385908,0.357672540458344,"cbt","wlc","United Kingdom","H","cbt","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"62","Clark, 2006","Clark_2006_msd_SIAS_post_NA_self-report_cbt_wlc_cbt_wlc",2.35387528063976,0.409734626696373,"cbt","wlc","United Kingdom","H","cbt","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"63","Clark, 2006","Clark_2006_msd_FNE_post_NA_self-report_Exposure+Appliedrelaxation_wlc_Exposure+Appliedrelaxation_wlc",0.730803565931729,0.32309716246112,"Exposure","wlc","United Kingdom","H","Exposure + Applied relaxation","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"64","Clark, 2006","Clark_2006_msd_SPS_post_NA_self-report_Exposure+Appliedrelaxation_wlc_Exposure+Appliedrelaxation_wlc",0.762921360754221,0.324037284422453,"Exposure","wlc","United Kingdom","H","Exposure + Applied relaxation","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"65","Clark, 2006","Clark_2006_msd_LSAS_post_NA_cr_cbt_wlc_cbt_wlc",2.46546391687365,0.417973965633849,"cbt","wlc","United Kingdom","H","cbt","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"66","Clark, 2006","Clark_2006_msd_SIAS_post_NA_self-report_Exposure+Appliedrelaxation_wlc_Exposure+Appliedrelaxation_wlc",0.908863536887802,0.328776801220661,"Exposure","wlc","United Kingdom","H","Exposure + Applied relaxation","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"67","Clark, 2006","Clark_2006_msd_LSAS_post_NA_cr_Exposure+Appliedrelaxation_wlc_Exposure+Appliedrelaxation_wlc",0.856949199489885,0.327004099916716,"Exposure","wlc","United Kingdom","H","Exposure + Applied relaxation","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"68","Clark, 2006","Clark_2006_msd_SPAIsps_post_NA_self-report_cbt_wlc_cbt_wlc",2.06850168193213,0.389715716766027,"cbt","wlc","United Kingdom","H","cbt","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"69","Clark, 2006","Clark_2006_msd_SPAIsps_post_NA_self-report_Exposure+Appliedrelaxation_wlc_Exposure+Appliedrelaxation_wlc",0.698043182856473,0.322177237178186,"Exposure","wlc","United Kingdom","H","Exposure + Applied relaxation","wlc",2006,14,"post","ind","ind",14,"Europe","adul",31.95,0.44,"com","sad","adul",0,NA,"Clark, D. M., Ehlers, A., Hackmann, A., McManus, F., Fennell, M., Grey, N., Waddington, L., & Wild, J. (2006). Cognitive therapy versus exposure and applied relaxation in social phobia: A randomized controlled trial. J Consult Clin Psychol, 74(3), 568-578. https://doi.org/10.1037/0022-006x.74.3.568 ","A - Western"
"70","Clark, 2023","Clark_2023_msd_Socialanxietycomposite)_post_NA_mixed_cbt_wlc_cbt(ind)_wlc",2.40484152541321,0.319897647156717,"cbt","wlc","United Kingdom","H","cbt(ind)","wlc",2022,14,"post","ind","ind",14,"Europe","adul",32.2,0.52,"clin","sad","adul",1,NA,"Clark, D., Wild, J., Warnock-Parkes, E., Stott, R., Grey, N., Thew, G., & Ehlers, A. (2023). More than doubling the clinical benefit of each hour of therapist time: A randomised controlled trial of internet cognitive therapy for social anxiety disorder. Psychol Med,53(11), 5022-5032. doi:10.1017/S0033291722002008","A - Western"
"71","Clark, 2023","Clark_2023_msd_Socialanxietycomposite)_post_NA_mixed_cbt_wlc_cbt(gsh)_wlc",2.10981603203765,0.303831406124323,"cbt","wlc","United Kingdom","H","cbt(gsh)","wlc",2022,14,"post","gsh","gsh",8,"Europe","adul",32.2,0.52,"clin","sad","adul",1,NA,"Clark, D., Wild, J., Warnock-Parkes, E., Stott, R., Grey, N., Thew, G., & Ehlers, A. (2023). More than doubling the clinical benefit of each hour of therapist time: A randomised controlled trial of internet cognitive therapy for social anxiety disorder. Psychol Med,53(11), 5022-5032. doi:10.1017/S0033291722002008","A - Western"
"72","Craske, 2014","Craske_2014_msd_composite_post_NA_mixed_cbt_wlc_cbt_wlc",0.837521056998606,0.27661522031431,"cbt","wlc","USA","H","cbt","wlc",2014,12,"post","ind","ind",12,"North America","adul",28.37,0.4598,"com","sad","adul",0,NA,"Craske, M. G., Niles, A. N., Burklund, L. J., Wolitzky-Taylor, K. B., Vilardaga, J. C., Arch, J. J., Saxbe, D. E., & Lieberman, M. D. (2014). Randomized controlled trial of cognitive behavioral therapy and acceptance and commitment therapy for social phobia: outcomes and moderators. J Consult Clin Psychol, 82(6), 1034-1048. https://doi.org/10.1037/a0037212 ","A - Western"
"73","Craske, 2014","Craske_2014_msd_composite_post_NA_mixed_3rd_wlc_3rd_wlc",0.648691586924099,0.280168702533901,"3rd","wlc","USA","H","3rd","wlc",2014,12,"post","ind","ind",12,"North America","adul",28.37,0.4598,"com","sad","adul",0,NA,"Craske, M. G., Niles, A. N., Burklund, L. J., Wolitzky-Taylor, K. B., Vilardaga, J. C., Arch, J. J., Saxbe, D. E., & Lieberman, M. D. (2014). Randomized controlled trial of cognitive behavioral therapy and acceptance and commitment therapy for social phobia: outcomes and moderators. J Consult Clin Psychol, 82(6), 1034-1048. https://doi.org/10.1037/a0037212 ","A - Western"
"74","Craske, 2014","Craske_2014_msd_fearandavoidence_post_NA_cr_cbt_wlc_cbt_wlc",0.969741969352077,0.280414919309658,"cbt","wlc","USA","H","cbt","wlc",2014,12,"post","ind","ind",12,"North America","adul",28.37,0.4598,"com","sad","adul",0,NA,"Craske, M. G., Niles, A. N., Burklund, L. J., Wolitzky-Taylor, K. B., Vilardaga, J. C., Arch, J. J., Saxbe, D. E., & Lieberman, M. D. (2014). Randomized controlled trial of cognitive behavioral therapy and acceptance and commitment therapy for social phobia: outcomes and moderators. J Consult Clin Psychol, 82(6), 1034-1048. https://doi.org/10.1037/a0037212 ","A - Western"
"75","Craske, 2014","Craske_2014_msd_fearandavoidence_post_NA_cr_3rd_wlc_3rd_wlc",0.63281769674081,0.279822380105983,"3rd","wlc","USA","H","3rd","wlc",2014,12,"post","ind","ind",12,"North America","adul",28.37,0.4598,"com","sad","adul",0,NA,"Craske, M. G., Niles, A. N., Burklund, L. J., Wolitzky-Taylor, K. B., Vilardaga, J. C., Arch, J. J., Saxbe, D. E., & Lieberman, M. D. (2014). Randomized controlled trial of cognitive behavioral therapy and acceptance and commitment therapy for social phobia: outcomes and moderators. J Consult Clin Psychol, 82(6), 1034-1048. https://doi.org/10.1037/a0037212 ","A - Western"
"76","Davidson, 2004","Davidson_2004_msd_BSPS_post_NA_cr_cbt_otherctr_cbt_otherctr",0.522191308815482,0.224197291772723,"cbt","other ctr","USA","H","cbt","other ctr",2004,14,"post","grp","grp",14,"North America","adul",36.8,0.5,"com","sad","adul",0,NA,"Davidson, J. R., Foa, E. B., Huppert, J. D., Keefe, F. J., Franklin, M. E., Compton, J. S., Zhao, N., Connor, K. M., Lynch, T. R., & Gadde, K. M. (2004). Fluoxetine, comprehensive cognitive behavioral therapy, and placebo in generalized social phobia. Arch Gen Psychiatry, 61(10), 1005-1013. https://doi.org/10.1001/archpsyc.61.10.1005 ","A - Western"
"77","Davidson, 2004","Davidson_2004_msd_SPAI_post_NA_self-report_cbt_otherctr_cbt_otherctr",0.617449248872498,0.22566044594666,"cbt","other ctr","USA","H","cbt","other ctr",2004,14,"post","grp","grp",14,"North America","adul",36.8,0.5,"com","sad","adul",0,NA,"Davidson, J. R., Foa, E. B., Huppert, J. D., Keefe, F. J., Franklin, M. E., Compton, J. S., Zhao, N., Connor, K. M., Lynch, T. R., & Gadde, K. M. (2004). Fluoxetine, comprehensive cognitive behavioral therapy, and placebo in generalized social phobia. Arch Gen Psychiatry, 61(10), 1005-1013. https://doi.org/10.1001/archpsyc.61.10.1005 ","A - Western"
"78","Furmark, 2009","Furmark_2009_msd_SPSQ_post_NA_self-report_cbt_wlc_cbt(internet)_wlc",0.734479869058181,0.231165806732539,"cbt","wlc","Sweden","H","cbt (internet)","wlc",2009,9,"post","gsh","gsh",9,"Europe","adul",36.133,0.675,"com","sad","adul",0,NA,"Furmark, T., Carlbring, P., Hedman, E., Sonnenstein, A., Clevberger, P., Bohman, B., Eriksson, A., Hallen, A., Frykman, M., Holmstrom, A., Sparthan, E., Tillfors, M., Ihrfelt, E. N., Spak, M., Eriksson, A., Ekselius, L., & Andersson, G. (2009). Guided and unguided self-help for social anxiety disorder: randomised controlled trial. Br J Psychiatry, 195(5), 440-447. https://doi.org/10.1192/bjp.bp.108.060996 ","A - Western"
"79","Furmark, 2009","Furmark_2009_msd_SPS_post_NA_self-report_cbt_wlc_cbt(internet)_wlc",0.691293540075501,0.230315565844552,"cbt","wlc","Sweden","H","cbt (internet)","wlc",2009,9,"post","gsh","gsh",9,"Europe","adul",36.133,0.675,"com","sad","adul",0,NA,"Furmark, T., Carlbring, P., Hedman, E., Sonnenstein, A., Clevberger, P., Bohman, B., Eriksson, A., Hallen, A., Frykman, M., Holmstrom, A., Sparthan, E., Tillfors, M., Ihrfelt, E. N., Spak, M., Eriksson, A., Ekselius, L., & Andersson, G. (2009). Guided and unguided self-help for social anxiety disorder: randomised controlled trial. Br J Psychiatry, 195(5), 440-447. https://doi.org/10.1192/bjp.bp.108.060996 ","A - Western"
"80","Furmark, 2009","Furmark_2009_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(internet)_wlc",0.45621202930193,0.226553024017111,"cbt","wlc","Sweden","H","cbt (internet)","wlc",2009,9,"post","gsh","gsh",9,"Europe","adul",36.133,0.675,"com","sad","adul",0,NA,"Furmark, T., Carlbring, P., Hedman, E., Sonnenstein, A., Clevberger, P., Bohman, B., Eriksson, A., Hallen, A., Frykman, M., Holmstrom, A., Sparthan, E., Tillfors, M., Ihrfelt, E. N., Spak, M., Eriksson, A., Ekselius, L., & Andersson, G. (2009). Guided and unguided self-help for social anxiety disorder: randomised controlled trial. Br J Psychiatry, 195(5), 440-447. https://doi.org/10.1192/bjp.bp.108.060996 ","A - Western"
"81","Furmark, 2009","Furmark_2009_msd_LSAS-SR_post_NA_self-report_cbt_wlc_cbt(internet)_wlc",0.782827528695741,0.23217470672345,"cbt","wlc","Sweden","H","cbt (internet)","wlc",2009,9,"post","gsh","gsh",9,"Europe","adul",36.133,0.675,"com","sad","adul",0,NA,"Furmark, T., Carlbring, P., Hedman, E., Sonnenstein, A., Clevberger, P., Bohman, B., Eriksson, A., Hallen, A., Frykman, M., Holmstrom, A., Sparthan, E., Tillfors, M., Ihrfelt, E. N., Spak, M., Eriksson, A., Ekselius, L., & Andersson, G. (2009). Guided and unguided self-help for social anxiety disorder: randomised controlled trial. Br J Psychiatry, 195(5), 440-447. https://doi.org/10.1192/bjp.bp.108.060996 ","A - Western"
"82","Goldin, 2012","Goldin_2012_msd_LSAS-SR_post_NA_self-report_cbt_wlc_NA_NA",0.454395716253578,0.23398321760768,"cbt","wlc","USA","H",NA,NA,2012,16,"post","ind","ind",16,"North America","adul",33.499,0.461,"com","sad","adul",0,NA,"Goldin, P. R., Ziv, M., Jazaieri, H., Werner, K., Kraemer, H., Heimberg, R. G., & Gross, J. J. (2012). Cognitive reappraisal self-efficacy mediates the effects of individual cognitive-behavioral therapy for social anxiety disorder. J Consult Clin Psychol, 80(6), 1034-1040. https://doi.org/10.1037/a0028555 ","A - Western"
"83","Goldin, 2016","Goldin_2016_msd_LSAS-SR_post_NA_self-report_cbt_wlc_cbt_wlc",1.3577111756186,0.261985884073667,"cbt","wlc","USA","H","cbt","wlc",2016,12,"post","grp","grp",12,"North America","adul",32.7,0.556,"com","sad","adul",0,NA,"Goldin, P. R., Morrison, A., Jazaieri, H., Brozovich, F., Heimberg, R., & Gross, J. J. (2016). Group CBT versus MBSR for social anxiety disorder: A randomized controlled trial. J Consult Clin Psychol, 84(5), 427-437. https://doi.org/10.1037/ccp0000092 ","A - Western"
"84","Goldin, 2016","Goldin_2016_msd_LSAS-SR_post_NA_self-report_3rd_wlc_3rd_wlc",1.01747760544285,0.250802720417206,"3rd","wlc","USA","H","3rd","wlc",2016,12,"post","grp","grp",12,"North America","adul",32.7,0.556,"com","sad","adul",0,NA,"Goldin, P. R., Morrison, A., Jazaieri, H., Brozovich, F., Heimberg, R., & Gross, J. J. (2016). Group CBT versus MBSR for social anxiety disorder: A randomized controlled trial. J Consult Clin Psychol, 84(5), 427-437. https://doi.org/10.1037/ccp0000092 ","A - Western"
"85","Gruber, 2001","Gruber_2001_msd_SPS_post_NA_self-report_cbt_wlc_cbt(CBGT)_wlc",1.09226600740323,0.387994105148544,"cbt","wlc","USA","H","cbt (CBGT)","wlc",2001,12,"post","grp","grp",8,"North America","adul",41.7,0.5185,"com","sad","adul",0,NA,"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full ","A - Western"
"86","Gruber, 2001","Gruber_2001_msd_SPS_post_NA_self-report_cbt_wlc_cbt(CaCBGT)_wlc",0.670311755122415,0.364525194199484,"cbt","wlc","USA","H","cbt (CaCBGT)","wlc",2001,12,"post","grp","grp",12,"North America","adul",41.7,0.5185,"com","sad","adul",0,NA,"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full ","A - Western"
"87","Gruber, 2001","Gruber_2001_msd_FNE_post_NA_self-report_cbt_wlc_cbt(CBGT)_wlc",1.09353589357024,0.388054926263381,"cbt","wlc","USA","H","cbt (CBGT)","wlc",2001,12,"post","grp","grp",8,"North America","adul",41.7,0.5185,"com","sad","adul",0,NA,"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full ","A - Western"
"88","Gruber, 2001","Gruber_2001_msd_FNE_post_NA_self-report_cbt_wlc_cbt(CaCBGT)_wlc",0.761824455339468,0.367469316465792,"cbt","wlc","USA","H","cbt (CaCBGT)","wlc",2001,12,"post","grp","grp",12,"North America","adul",41.7,0.5185,"com","sad","adul",0,NA,"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full ","A - Western"
"89","Gruber, 2001","Gruber_2001_msd_SPAI_post_NA_self-report_cbt_wlc_cbt(CBGT)_wlc",1.25459681600289,0.396254538414388,"cbt","wlc","USA","H","cbt (CBGT)","wlc",2001,12,"post","grp","grp",8,"North America","adul",41.7,0.5185,"com","sad","adul",0,NA,"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full ","A - Western"
"90","Gruber, 2001","Gruber_2001_msd_SPAI_post_NA_self-report_cbt_wlc_cbt(CaCBGT)_wlc",0.645518325620877,0.36378862112947,"cbt","wlc","USA","H","cbt (CaCBGT)","wlc",2001,12,"post","grp","grp",12,"North America","adul",41.7,0.5185,"com","sad","adul",0,NA,"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full ","A - Western"
"91","He, 2021","He_2021_msd_LSAS-SR_post_NA_self-report_3rd_wlc_NA_NA",1.81247723007985,0.258349384449433,"3rd","wlc","China","UM",NA,NA,2021,12,"post","grp","grp",12,"Asia","adul",26.57,0.553,"com","sad","adul",0,NA,"He, L., Han, W., & Shi, Z. (2021). The Effects of Mindfulness-Based Stress Reduction on Negative Self-Representations in Social Anxiety Disorder-A Randomized Wait-List Controlled Trial. Front Psychiatry, 12, 582333. https://doi.org/10.3389/fpsyt.2021.582333 ","A - Western"
